LinkS;TranspS;Instance;Demands;UB;LB;GAP;Time;OF;Formulation;CD;OSNR;GNpy;Bands;Reinforcements;Cuts;Prepro;PreproTime;Variables;Constraints;v0;preproC;Paths;FeasibleC;InfeasibleC;OnlyOsnrC;OnlyReachC;FeasibleL;InfeasibleL;OnlyOsnrL;OnlyReachL;ads;dcb;llb;nlus;slus;suld;trl;tus;tase
2x;maxData200;European_18_40;10;83.000000;83.000000;0.000000;0.099000;3;0;1;1;0;1;0;0;2;0.122277;2246;4210;13754;0;0;0;0;0;0;22025;808333362;4;0;10;10;0;20;149;17;10750.000000;83;6550.000000
2x;random;German_17_26;40;35.000000;17.760870;49.254658;14400.079000;8;0;1;1;0;1;0;0;2;9.915111;87825;50920;78576;0;0;0;0;0;0;21859;805319217;2;0;40;40;0;35;799;125;22175.000000;524;20400.000000
2x;random;European_18_40;30-b;15.000000;15.000000;0.000000;281.968000;8;0;1;1;0;1;0;0;2;4.910743;42970;31860;101031;0;0;0;0;0;0;21908;12849;2;0;30;30;0;15;422;77;42759.000000;338;25100.000000
2x;efficient;German_17_26;20;24.000000;24.000000;0.000000;3.016000;8;0;1;1;0;1;0;0;2;0.945562;7491;13460;34110;0;0;0;0;0;0;22013;54;1;0;20;20;0;24;431;56;8828.000000;336;11316.666667
2x;random;European_18_40;30;345.000000;345.000000;0.000000;1.797000;3;0;1;1;0;1;0;0;2;4.413564;29608;31830;114392;0;0;0;0;0;0;22010;12593;2;0;30;30;0;60;1444;68;39883.000000;345;25216.666667
2x;random;Nsfnet_14_21;60;78.000000;78.000000;0.000000;2982.372000;8;0;1;1;0;1;0;0;2;13.894459;79113;90000;223288;0;0;0;0;0;0;21917;805319473;2;0;60;60;0;78;1252;162;165500.000000;675;78733.333333
2x;efficient;German_17_26;90-b;1524.000000;1524.000000;0.000000;28.980000;3;0;1;1;0;1;0;0;2;89.941924;209475;249480;632925;0;0;0;0;0;0;21973;13617;2;0;90;90;0;180;4273;254;48843.000000;1524;57300.000000
2x;maxData200;European_18_40;30-b;18.000000;18.000000;0.000000;1591.164000;8;0;1;1;0;1;0;0;2;3.541204;35984;31860;108017;0;0;0;0;0;0;21908;12849;2;0;30;30;0;18;452;72;36994.000000;367;22600.000000
2x;random;German_17_26;20-b;212.000000;212.000000;0.000000;0.804000;3;0;1;1;0;1;0;0;2;1.076464;16330;13440;25270;0;0;0;0;0;0;21875;56;1;0;20;20;0;40;664;49;7769.000000;212;8550.000000
2x;random;European_18_40;50-b;469.000000;469.000000;0.000000;6.934000;3;0;1;1;0;1;0;0;2;20.660502;105344;85050;294656;0;0;0;0;0;0;21966;-65486;1;0;50;50;0;100;3225;111;74608.000000;469;41666.666667
2x;random;Nsfnet_14_21;50;443.000000;443.000000;0.000000;1.786000;3;0;1;1;0;1;0;0;2;8.151435;45508;62950;164492;0;0;0;0;0;0;21937;808321080;1;0;50;50;0;100;1868;107;116400.000000;443;55550.000000
2x;random;German_17_26;50-b;614.000000;614.000000;0.000000;9.837000;3;0;1;1;0;1;0;0;2;18.632689;125447;78600;134553;0;0;0;0;0;0;22014;49;1;0;50;50;0;100;2149;133;24644.000000;614;24383.333333
2x;random;German_17_26;80-b;982.000000;982.000000;0.000000;62.374000;3;0;1;1;0;1;0;0;2;80.127627;387999;197760;277601;0;0;0;0;0;0;22063;12593;2;0;80;80;0;160;3778;234;42143.000000;982;40550.000000
2x;efficient;German_17_26;90;1392.000000;1392.000000;0.000000;13.630000;3;0;1;1;0;1;0;0;2;81.512159;148750;249480;693650;0;0;0;0;0;0;21861;13873;2;0;90;90;0;180;4440;232;39263.000000;1392;49600.000000
2x;random;Nsfnet_14_21;70;40.000000;40.000000;0.000000;6689.517000;8;0;1;1;0;1;0;0;2;21.967104;93675;121800;317926;0;0;0;0;0;0;21859;12849;2;0;70;70;0;40;806;160;174500.000000;635;83183.333333
2x;maxData200;European_18_40;20-b;12.000000;12.000000;0.000000;4.736000;8;0;1;1;0;1;0;0;2;1.301463;12282;14840;51719;0;0;0;0;0;0;22007;12337;2;0;20;20;0;12;289;47;25014.000000;235;15716.666667
2x;random;European_18_40;60-b;599.000000;599.000000;0.000000;16.262000;3;0;1;1;0;1;0;0;2;37.563967;137678;121260;438322;0;0;0;0;0;0;21911;-16763855;2;0;60;60;0;120;3907;130;85376.000000;599;50000.000000
2x;random;German_17_26;10;131.000000;131.000000;0.000000;0.291000;3;0;1;1;0;1;0;0;2;0.167143;4394;3720;6006;0;0;0;0;0;0;809187131;809185328;809185339;876294203;10;10;0;20;255;28;5492.000000;131;5750.000000
2x;random;Nsfnet_14_21;80-b;78.000000;78.000000;0.000000;8076.957000;8;0;1;1;0;1;0;0;2;30.389863;120793;158400;416808;0;0;0;0;0;0;22084;52;1;0;80;80;0;78;1369;201;198100.000000;835;97183.333333
2x;efficient;German_17_26;10;12.000000;12.000000;0.000000;0.122000;8;0;1;1;0;1;0;0;2;0.112303;1636;3730;8765;0;0;0;0;0;0;993016624;925904944;808729392;774912816;10;10;0;12;204;29;5184.000000;174;6416.666667
2x;random;German_17_26;60;96.000000;25.943262;72.975768;14400.193000;8;0;1;1;0;1;0;0;2;30.381929;177813;112380;196588;0;0;0;0;0;0;21849;805319729;2;0;60;60;0;96;1990;205;34057.000000;838;34133.333333
2x;random;Nsfnet_14_21;30;211.000000;211.000000;0.000000;0.487000;3;0;1;1;0;1;0;0;2;1.550526;14482;23370;61118;0;0;0;0;0;0;22024;-16764879;2;0;30;30;0;60;1032;57;63400.000000;211;30583.333333
2x;maxData200;European_18_40;30;354.000000;354.000000;0.000000;2.098000;3;0;1;1;0;1;0;0;2;4.371872;33770;31830;110230;0;0;0;0;0;0;22016;12593;2;0;30;30;0;60;1450;67;39454.000000;354;22850.000000
2x;random;Nsfnet_14_21;80;87.000000;51.076759;41.291082;14400.105000;8;0;1;1;0;1;0;0;2;31.650679;119801;158400;417800;0;0;0;0;0;0;21877;12593;2;0;80;80;0;87;1472;194;194400.000000;835;95400.000000
2x;efficient;German_17_26;60;942.000000;942.000000;0.000000;6.090000;3;0;1;1;0;1;0;0;2;24.969615;64055;112320;310345;0;0;0;0;0;0;22089;13361;2;0;60;60;0;120;2762;157;26979.000000;942;34516.666667
2x;random;German_17_26;10-b;153.000000;153.000000;0.000000;0.205000;3;0;1;1;0;1;0;0;2;0.151703;3844;3720;6556;0;0;0;0;0;0;859517243;993082165;808465467;825962544;10;10;0;20;244;29;4825.000000;153;5233.333333
2x;maxData200;European_18_40;40;22.000000;22.000000;0.000000;10120.604000;8;0;1;1;0;1;0;0;2;8.229385;49193;55280;206808;0;0;0;0;0;0;21868;-65481;1;0;40;40;0;22;635;99;54343.000000;466;33900.000000
2x;random;Nsfnet_14_21;20-b;29.000000;29.000000;0.000000;2.449000;8;0;1;1;0;1;0;0;2;0.518881;7316;10800;26285;0;0;0;0;0;0;0;-1133871366;0;859517243;20;20;0;29;382;52;47300.000000;203;22333.333333
2x;random;European_18_40;20;188.000000;188.000000;0.000000;0.412000;3;0;1;1;0;1;0;0;2;1.214655;9755;14820;54245;0;0;0;0;0;0;22035;55;1;0;20;20;0;40;745;43;24253.000000;188;14850.000000
2x;maxData200;European_18_40;20-b;185.000000;185.000000;0.000000;0.832000;3;0;1;1;0;1;0;0;2;1.241000;12281;14820;51719;0;0;0;0;0;0;21914;12337;2;0;20;20;0;40;765;38;21947.000000;185;13983.333333
2x;random;German_17_26;60-b;700.000000;700.000000;0.000000;26.151000;3;0;1;1;0;1;0;0;2;30.908920;159685;112320;214715;0;0;0;0;0;0;21987;49;1;0;60;60;0;120;2799;153;26843.000000;700;29100.000000
2x;random;European_18_40;10-b;6.000000;6.000000;0.000000;0.265000;8;0;1;1;0;1;0;0;2;0.206325;4152;4220;11849;0;0;0;0;0;0;21993;808333362;4;0;10;10;0;6;75;20;11098.000000;75;6450.000000
2x;random;Nsfnet_14_21;60-b;539.000000;539.000000;0.000000;5.008000;3;0;1;1;0;1;0;0;2;14.855457;80053;89940;222347;0;0;0;0;0;0;21891;13361;2;0;60;60;0;120;2414;136;158600.000000;539;74483.333333
2x;maxData200;European_18_40;60-b;624.000000;624.000000;0.000000;11.904000;3;0;1;1;0;1;0;0;2;28.331290;118429;121260;457571;0;0;0;0;0;0;22016;-16763855;2;0;60;60;0;120;3919;131;82547.000000;624;49533.333333
2x;random;German_17_26;30-b;389.000000;389.000000;0.000000;2.832000;3;0;1;1;0;1;0;0;2;3.815590;37309;29160;56291;0;0;0;0;0;0;22042;13873;2;0;30;30;0;60;1306;84;15134.000000;389;15933.333333
2x;random;European_18_40;60;634.000000;634.000000;0.000000;11.145000;3;0;1;1;0;1;0;0;2;38.927268;157303;121260;418697;0;0;0;0;0;0;22080;-65479;1;0;60;60;0;120;3860;136;84813.000000;634;50016.666667
2x;random;German_17_26;70-b;821.000000;821.000000;0.000000;32.781000;3;0;1;1;0;1;0;0;2;49.077893;208829;152040;300771;0;0;0;0;0;0;21923;13873;2;0;70;70;0;140;2795;180;31805.000000;821;33683.333333
2x;maxData200;European_18_40;40-b;460.000000;460.000000;0.000000;6.524000;3;0;1;1;0;1;0;0;2;8.618408;61599;55240;194401;0;0;0;0;0;0;21988;-16762831;2;0;40;40;0;80;2258;88;55280.000000;460;31700.000000
2x;random;European_18_40;40;385.000000;385.000000;0.000000;7.019000;3;0;1;1;0;1;0;0;2;11.641789;72127;55240;183873;0;0;0;0;0;0;21870;-65481;1;0;40;40;0;80;2060;86;51436.000000;385;30000.000000
2x;random;European_18_40;10;68.000000;68.000000;0.000000;0.070000;3;0;1;1;0;1;0;0;2;0.151069;1529;4210;14471;0;0;0;0;0;0;21943;808333362;4;0;10;10;0;20;180;18;9430.000000;68;6050.000000
2x;efficient;German_17_26;10-b;180.000000;180.000000;0.000000;0.059000;3;0;1;1;0;1;0;0;2;0.107391;1065;3720;9335;0;0;0;0;0;0;808465467;808333371;808333371;892809264;10;10;0;20;287;30;4896.000000;180;6316.666667
2x;maxData200;European_18_40;40;411.000000;411.000000;0.000000;4.579000;3;0;1;1;0;1;0;0;2;8.093590;49192;55240;206808;0;0;0;0;0;0;22035;-65481;1;0;40;40;0;80;1822;87;49959.000000;411;30966.666667
2x;efficient;German_17_26;80;1302.000000;1302.000000;0.000000;13.846000;3;0;1;1;0;1;0;0;2;60.213504;106020;197760;559580;0;0;0;0;0;0;21885;57;1;0;80;80;0;160;3593;217;39635.000000;1302;49650.000000
2x;random;European_18_40;30-b;287.000000;287.000000;0.000000;2.813000;3;0;1;1;0;1;0;0;2;5.052106;42969;31830;101031;0;0;0;0;0;0;21970;12849;2;0;30;30;0;60;1292;65;37098.000000;287;21850.000000
2x;random;Nsfnet_14_21;10-b;93.000000;93.000000;0.000000;0.137000;3;0;1;1;0;1;0;0;2;0.077551;2241;2990;6159;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;20;259;25;27200.000000;93;12733.333333
2x;random;German_17_26;40-b;460.000000;460.000000;0.000000;13.112000;3;0;1;1;0;1;0;0;2;10.573662;96531;50880;69869;0;0;0;0;0;0;21855;54;1;0;40;40;0;80;1692;113;21624.000000;460;19750.000000
2x;random;European_18_40;40;19.000000;12.388976;34.794865;14400.074000;8;0;1;1;0;1;0;0;2;11.176337;72128;55280;183873;0;0;0;0;0;0;22032;-65481;1;0;40;40;0;19;541;102;57620.000000;460;34350.000000
2x;maxData200;European_18_40;90-b;180.000000;22.208029;87.662206;14400.347000;8;0;1;1;0;1;0;0;2;95.654709;367887;268380;928114;0;0;0;0;0;0;22007;57;1;0;90;90;0;180;5751;236;136949.000000;1198;78750.000000
2x;random;Nsfnet_14_21;90;739.000000;739.000000;0.000000;10.879000;3;0;1;1;0;1;0;0;2;47.166991;183974;199710;496426;0;0;0;0;0;0;22092;53;1;0;90;90;0;180;3745;196;233600.000000;739;109250.000000
2x;efficient;German_17_26;20-b;300.000000;300.000000;0.000000;0.155000;3;0;1;1;0;1;0;0;2;0.837615;3920;13440;37680;0;0;0;0;0;0;21988;56;1;0;20;20;0;40;802;50;7542.000000;300;10800.000000
2x;random;Nsfnet_14_21;90;61.000000;28.138817;53.870792;14400.128000;8;0;1;1;0;1;0;0;2;47.565476;183975;199800;496426;0;0;0;0;0;0;21929;53;1;0;90;90;0;61;1233;241;261900.000000;877;122950.000000
2x;random;Nsfnet_14_21;70-b;625.000000;625.000000;0.000000;5.362000;3;0;1;1;0;1;0;0;2;21.370640;99812;121730;311788;0;0;0;0;0;0;21918;12337;2;0;70;70;0;140;2861;157;178800.000000;625;84200.000000
2x;random;Nsfnet_14_21;100-b;78.000000;38.811189;50.242066;14400.182000;8;0;1;1;0;1;0;0;2;66.060239;210937;246000;629064;0;0;0;0;0;0;21987;54;1;0;100;100;0;78;1538;245;276200.000000;930;130366.666667
2x;random;European_18_40;70;807.000000;807.000000;0.000000;12.200000;3;0;1;1;0;1;0;0;2;54.561203;178182;163870;605818;0;0;0;0;0;0;0;-1133871366;0;-1;70;70;0;140;5019;164;104952.000000;807;60150.000000
2x;random;Nsfnet_14_21;30-b;241.000000;241.000000;0.000000;0.579000;3;0;1;1;0;1;0;0;2;1.710291;18273;23370;57327;0;0;0;0;0;0;21903;-65480;1;0;30;30;0;60;1047;66;72900.000000;241;35400.000000
2x;efficient;German_17_26;10-b;18.000000;18.000000;0.000000;0.061000;8;0;1;1;0;1;0;0;2;0.100490;1066;3730;9335;0;0;0;0;0;0;808465467;808333371;808333371;892809264;10;10;0;18;236;32;4887.000000;192;6416.666667
2x;maxData200;European_18_40;80-b;939.000000;939.000000;0.000000;26.671000;3;0;1;1;0;1;0;0;2;67.633597;281545;212880;742455;0;0;0;0;0;0;21923;50;1;0;80;80;0;160;5471;185;119451.000000;939;66883.333333
2x;random;Nsfnet_14_21;30;27.000000;27.000000;0.000000;0.932000;8;0;1;1;0;1;0;0;2;1.561135;14483;23400;61118;0;0;0;0;0;0;22010;-16764879;2;0;30;30;0;27;358;60;66700.000000;220;32050.000000
2x;random;German_17_26;50;589.000000;589.000000;0.000000;10.309000;3;0;1;1;0;1;0;0;2;17.074386;107624;78600;152376;0;0;0;0;0;0;21861;808321079;1;0;50;50;0;100;2351;126;21062.000000;589;22650.000000
2x;random;German_17_26;90-b;-1.000000;39.077273;0.000000;14400.325000;8;0;1;1;0;1;0;0;2;110.735079;461702;249570;380699;0;0;0;0;0;0;21961;13617;2;0;0;0;0;2053387488;21961;1;0.000000;0;0.000000
2x;random;Nsfnet_14_21;20;199.000000;199.000000;0.000000;0.316000;3;0;1;1;0;1;0;0;2;0.565190;9318;10780;24282;0;0;0;0;0;0;0;-1133871366;0;993013809;20;20;0;40;633;49;55400.000000;199;25633.333333
2x;random;German_17_26;70;140.000000;27.046980;80.680729;14400.283000;8;0;1;1;0;1;0;0;2;52.600690;262361;152110;247240;0;0;0;0;0;0;21894;53;1;0;70;70;0;140;3485;248;40170.000000;1013;39500.000000
2x;random;Nsfnet_14_21;40-b;385.000000;385.000000;0.000000;1.198000;3;0;1;1;0;1;0;0;2;4.001589;28994;40760;105406;0;0;0;0;0;0;22084;56;1;0;40;40;0;80;1601;92;95600.000000;385;46466.666667
2x;maxData200;European_18_40;80;158.000000;19.121739;87.897633;14400.214000;8;0;1;1;0;1;0;0;2;81.806041;260145;212960;763856;0;0;0;0;0;0;21914;50;1;0;80;80;0;158;3042;210;117786.000000;1061;69116.666667
2x;efficient;German_17_26;100;1548.000000;1548.000000;0.000000;17.163000;3;0;1;1;0;1;0;0;2;115.360011;149760;307200;890240;0;0;0;0;0;0;22022;56;1;0;100;100;0;200;5087;258;44817.000000;1548;58450.000000
2x;random;European_18_40;100-b;1043.000000;1043.000000;0.000000;36.165000;3;0;1;1;0;1;0;0;2;160.880509;383014;330100;1216986;0;0;0;0;0;0;22061;13105;2;0;100;100;0;200;6424;227;138497.000000;1043;82766.666667
2x;maxData200;European_18_40;60;701.000000;701.000000;0.000000;15.811000;3;0;1;1;0;1;0;0;2;29.795669;152026;121260;423974;0;0;0;0;0;0;22034;-65479;1;0;60;60;0;120;3289;137;87634.000000;701;49450.000000
2x;random;Nsfnet_14_21;100;74.000000;39.648649;46.420745;14400.079000;8;0;1;1;0;1;0;0;2;59.876682;194255;246000;645746;0;0;0;0;0;0;21937;57;1;0;100;100;0;74;1497;222;246700.000000;866;117583.333333
2x;random;Nsfnet_14_21;10;9.000000;9.000000;0.000000;0.094000;8;0;1;1;0;1;0;0;2;0.068501;1774;3000;6627;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;9;93;23;25900.000000;87;12266.666667
2x;efficient;German_17_26;80;96.000000;50.248566;47.657744;14400.096000;8;0;1;1;0;1;0;0;2;58.301207;106021;197840;559580;0;0;0;0;0;0;21970;57;1;0;80;80;0;96;2247;239;40376.000000;1434;51966.666667
2x;random;Nsfnet_14_21;60;627.000000;627.000000;0.000000;3.437000;3;0;1;1;0;1;0;0;2;13.769369;79112;89940;223288;0;0;0;0;0;0;21968;805319473;2;0;60;60;0;120;2419;147;157400.000000;627;74633.333333
2x;maxData200;European_18_40;70;858.000000;858.000000;0.000000;12.777000;3;0;1;1;0;1;0;0;2;44.848511;189582;163870;594418;0;0;0;0;0;0;0;-1133871366;0;-1;70;70;0;140;4441;164;104262.000000;858;58300.000000
2x;random;Nsfnet_14_21;80;790.000000;790.000000;0.000000;5.766000;3;0;1;1;0;1;0;0;2;29.852378;119800;158320;417800;0;0;0;0;0;0;21949;12593;2;0;80;80;0;160;3192;181;184500.000000;790;90666.666667
2x;maxData200;European_18_40;20;12.000000;12.000000;0.000000;20.669000;8;0;1;1;0;1;0;0;2;1.001540;13894;14840;50107;0;0;0;0;0;0;21955;55;1;0;20;20;0;12;251;44;26538.000000;230;15233.333333
2x;efficient;German_17_26;40-b;684.000000;684.000000;0.000000;2.467000;3;0;1;1;0;1;0;0;2;7.886065;37725;50880;128675;0;0;0;0;0;0;22082;54;1;0;40;40;0;80;1668;114;20839.000000;684;24966.666667
2x;maxData200;European_18_40;50;24.000000;13.151201;45.203331;14400.111000;8;0;1;1;0;1;0;0;2;15.175952;77654;85100;322347;0;0;0;0;0;0;21948;-16763855;2;0;50;50;0;24;752;117;71201.000000;581;41900.000000
2x;random;Nsfnet_14_21;50;39.000000;39.000000;0.000000;537.889000;8;0;1;1;0;1;0;0;2;7.425698;45509;63000;164492;0;0;0;0;0;0;21967;808321080;1;0;50;50;0;39;739;115;121600.000000;467;58050.000000
2x;maxData200;European_18_40;10-b;6.000000;6.000000;0.000000;0.097000;8;0;1;1;0;1;0;0;2;0.127151;2431;4220;13570;0;0;0;0;0;0;0;-333425984;0;0;10;10;0;6;72;18;10038.000000;72;6716.666667
2x;random;European_18_40;20;12.000000;12.000000;0.000000;18.858000;8;0;1;1;0;1;0;0;2;1.167941;9756;14840;54245;0;0;0;0;0;0;22057;55;1;0;20;20;0;12;237;45;25171.000000;197;15433.333333
2x;random;German_17_26;30-b;25.000000;16.243814;35.024744;14400.064000;8;0;1;1;0;1;0;0;2;3.837378;37310;29190;56291;0;0;0;0;0;0;21938;13873;2;0;30;30;0;25;564;100;17099.000000;466;18133.333333
2x;random;Nsfnet_14_21;20-b;179.000000;179.000000;0.000000;0.530000;3;0;1;1;0;1;0;0;2;0.529044;7315;10780;26285;0;0;0;0;0;0;0;-1133871366;0;859517243;20;20;0;40;630;46;45500.000000;179;21266.666667
2x;random;German_17_26;80-b;-1.000000;32.565934;0.000000;14400.375000;8;0;1;1;0;1;0;0;2;80.564633;388000;197840;277601;0;0;0;0;0;0;22056;12593;2;0;0;0;0;-1423629088;22056;1;0.000000;0;0.000000
2x;efficient;German_17_26;70;1176.000000;1176.000000;0.000000;8.142000;3;0;1;1;0;1;0;0;2;39.483128;90990;152040;418610;0;0;0;0;0;0;21968;53;1;0;70;70;0;140;3149;196;33238.000000;1176;41933.333333
2x;random;German_17_26;60-b;81.000000;24.789474;69.395712;14400.220000;8;0;1;1;0;1;0;0;2;29.379510;159686;112380;214715;0;0;0;0;0;0;21912;49;1;0;60;60;0;81;1792;183;30112.000000;846;33066.666667
2x;efficient;German_17_26;40;48.000000;48.000000;0.000000;1812.093000;8;0;1;1;0;1;0;0;2;7.816591;31351;50920;135050;0;0;0;0;0;0;21940;12849;2;0;40;40;0;48;965;116;20839.000000;696;25633.333333
2x;efficient;German_17_26;20-b;30.000000;30.000000;0.000000;0.792000;8;0;1;1;0;1;0;0;2;0.889463;3921;13460;37680;0;0;0;0;0;0;22043;56;1;0;20;20;0;30;532;54;8386.000000;324;11833.333333
2x;maxData200;European_18_40;50-b;574.000000;574.000000;0.000000;8.448000;3;0;1;1;0;1;0;0;2;16.212281;103214;85050;296786;0;0;0;0;0;0;21929;-65486;1;0;50;50;0;100;2580;111;71756.000000;574;40650.000000
2x;random;European_18_40;90;180.000000;18.239362;89.867021;14400.200000;8;0;1;1;0;1;0;0;2;113.811830;279467;268380;1016534;0;0;0;0;0;0;22035;53;1;0;90;90;0;180;5855;226;122910.000000;1035;75983.333333
2x;random;European_18_40;10;6.000000;6.000000;0.000000;0.068000;8;0;1;1;0;1;0;0;2;0.140098;1530;4220;14471;0;0;0;0;0;0;22068;808333362;4;0;10;10;0;6;80;21;10097.000000;80;6550.000000
2x;maxData200;European_18_40;60;34.000000;17.875000;47.426471;14400.167000;8;0;1;1;0;1;0;0;2;28.444473;152027;121320;423974;0;0;0;0;0;0;22027;-65479;1;0;60;60;0;34;1150;161;91828.000000;831;52550.000000
2x;random;German_17_26;40;452.000000;452.000000;0.000000;8.325000;3;0;1;1;0;1;0;0;2;9.876891;87824;50880;78576;0;0;0;0;0;0;22007;805319217;2;0;40;40;0;80;1714;109;19808.000000;452;18116.666667
2x;random;European_18_40;40-b;377.000000;377.000000;0.000000;3.080000;3;0;1;1;0;1;0;0;2;10.386925;55748;55240;200252;0;0;0;0;0;0;22091;-16762831;2;0;40;40;0;80;2237;88;53980.000000;377;30983.333333
2x;maxData200;European_18_40;70-b;638.000000;638.000000;0.000000;10.916000;3;0;1;1;0;1;0;0;2;42.723401;161213;163870;622787;0;0;0;0;0;0;0;-755914244;0;-1;70;70;0;140;4561;131;85036.000000;638;51750.000000
2x;efficient;German_17_26;60;78.000000;78.000000;0.000000;4446.873000;8;0;1;1;0;1;0;0;2;23.842542;64056;112380;310345;0;0;0;0;0;0;21995;13361;2;0;60;60;0;78;1688;166;28653.000000;996;36200.000000
2x;efficient;German_17_26;30;492.000000;492.000000;0.000000;1.353000;3;0;1;1;0;1;0;0;2;3.291920;21725;29160;71875;0;0;0;0;0;0;22071;13361;2;0;30;30;0;60;1039;82;15074.000000;492;17850.000000
2x;random;European_18_40;60;34.000000;16.218978;52.297123;14400.150000;8;0;1;1;0;1;0;0;2;37.207847;157304;121320;418697;0;0;0;0;0;0;21845;-65479;1;0;60;60;0;34;1124;166;94349.000000;769;56300.000000
2x;efficient;German_17_26;50;756.000000;756.000000;0.000000;1.650000;3;0;1;1;0;1;0;0;2;13.807654;37525;78600;222475;0;0;0;0;0;0;21865;55;1;0;50;50;0;100;2416;126;20740.000000;756;27233.333333
2x;random;German_17_26;90;1045.000000;1045.000000;0.000000;44.022000;3;0;1;1;0;1;0;0;2;101.573199;394138;249480;448262;0;0;0;0;0;0;21913;13873;2;0;90;90;0;180;4478;231;40649.000000;1045;41250.000000
2x;random;German_17_26;30;36.000000;20.487954;43.089018;14400.061000;8;0;1;1;0;1;0;0;2;3.823049;34786;29190;58815;0;0;0;0;0;0;21887;13361;2;0;30;30;0;36;688;92;15478.000000;470;17116.666667
2x;random;Nsfnet_14_21;80-b;766.000000;766.000000;0.000000;9.585000;3;0;1;1;0;1;0;0;2;32.370004;120792;158320;416808;0;0;0;0;0;0;21971;52;1;0;80;80;0;160;3119;180;186000.000000;766;91216.666667
2x;efficient;German_17_26;20;318.000000;318.000000;0.000000;0.518000;3;0;1;1;0;1;0;0;2;1.026987;7490;13440;34110;0;0;0;0;0;0;21937;54;1;0;20;20;0;40;769;53;9292.000000;318;11533.333333
2x;efficient;German_17_26;30-b;36.000000;36.000000;0.000000;3379.328000;8;0;1;1;0;1;0;0;2;3.111794;19911;29190;73690;0;0;0;0;0;0;22093;13873;2;0;30;30;0;36;702;87;15172.000000;522;18200.000000
2x;random;Nsfnet_14_21;90-b;57.000000;48.000000;15.789474;14400.073000;8;0;1;1;0;1;0;0;2;45.864960;172767;199800;507634;0;0;0;0;0;0;21884;53;1;0;90;90;0;57;1125;216;238900.000000;805;112783.333333
2x;efficient;German_17_26;40-b;48.000000;42.000000;12.500000;14400.025000;8;0;1;1;0;1;0;0;2;7.868199;37726;50920;128675;0;0;0;0;0;0;21917;54;1;0;40;40;0;48;1054;124;21743.000000;744;26216.666667
2x;efficient;German_17_26;100-b;125.000000;57.000000;54.400000;14400.406000;8;0;1;1;0;1;0;0;2;125.604537;235756;307300;804245;0;0;0;0;0;0;21973;12593;2;0;100;100;0;125;2849;315;56613.000000;1890;67416.666667
2x;maxData200;European_18_40;20;218.000000;218.000000;0.000000;1.151000;3;0;1;1;0;1;0;0;2;1.089410;13893;14820;50107;0;0;0;0;0;0;21942;55;1;0;20;20;0;40;829;42;24713.000000;218;14400.000000
2x;efficient;German_17_26;60-b;66.000000;66.000000;0.000000;9335.499000;8;0;1;1;0;1;0;0;2;23.905081;63826;112380;310575;0;0;0;0;0;0;22089;49;1;0;60;60;0;66;1482;172;29157.000000;1032;37116.666667
2x;random;Nsfnet_14_21;90-b;727.000000;727.000000;0.000000;11.071000;3;0;1;1;0;1;0;0;2;46.335772;172766;199710;507634;0;0;0;0;0;0;22062;53;1;0;90;90;0;180;3717;194;226300.000000;727;106350.000000
2x;maxData200;European_18_40;10-b;68.000000;68.000000;0.000000;0.082000;3;0;1;1;0;1;0;0;2;0.126833;2430;4210;13570;0;0;0;0;0;0;0;429064896;0;0;10;10;0;20;164;17;9902.000000;68;6566.666667
2x;efficient;German_17_26;40;654.000000;654.000000;0.000000;1.797000;3;0;1;1;0;1;0;0;2;8.040054;31350;50880;135050;0;0;0;0;0;0;22043;12849;2;0;40;40;0;80;1683;109;20019.000000;654;24383.333333
2x;random;European_18_40;70-b;566.000000;566.000000;0.000000;11.511000;3;0;1;1;0;1;0;0;2;53.862095;156077;163870;627923;0;0;0;0;0;0;0;-1133871366;0;-1;70;70;0;140;4404;133;84132.000000;566;49650.000000
2x;random;European_18_40;90-b;969.000000;969.000000;0.000000;23.408000;3;0;1;1;0;1;0;0;2;120.639346;324405;268290;971595;0;0;0;0;0;0;21931;57;1;0;90;90;0;180;6129;202;124711.000000;969;72950.000000
2x;efficient;German_17_26;50-b;804.000000;804.000000;0.000000;3.041000;3;0;1;1;0;1;0;0;2;14.592111;42560;78600;217440;0;0;0;0;0;0;22091;49;1;0;50;50;0;100;2156;134;24585.000000;804;30933.333333
2x;random;German_17_26;20;18.000000;18.000000;0.000000;79.137000;8;0;1;1;0;1;0;0;2;1.057087;13092;13460;28509;0;0;0;0;0;0;22025;54;1;0;20;20;0;18;404;55;9321.000000;276;10633.333333
2x;random;Nsfnet_14_21;10;78.000000;78.000000;0.000000;0.099000;3;0;1;1;0;1;0;0;2;0.068961;1773;2990;6627;0;0;0;0;0;0;0;-1133871366;0;0;10;10;0;20;215;20;25200.000000;78;11833.333333
